ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
60,Lyon,Grand Prix de Lyon,08/10/03,International,Indoor,Carpet,1st Round,3,Clement A.,Saretta F.,27,46,6,3,6,4,,,,,,,2,0,Completed,1.333,3.25,1.27,3.55,1.3,2.7,1.286,3.25,,
60,Lyon,Grand Prix de Lyon,08/10/03,International,Indoor,Carpet,1st Round,3,Saulnier C.,Fish M.,89,24,7,5,6,3,,,,,,,2,0,Completed,2.5,1.5,2.3,1.58,2.2,1.45,2.5,1.5
60,Lyon,Grand Prix de Lyon,08/10/03,International,Indoor,Carpet,2nd Round,3,Youzhny M.,Hrbaty D.,36,62,1,6,7,6,6,2,,,,,2,1,Completed,1.8,1.909,1.87,1.87,1.75,1.75,1.833,1.833
60,Lyon,Grand Prix de Lyon,09/10/03,International,Indoor,Carpet,2nd Round,3,Srichaphan P.,Rochus O.,11,52,6,3,6,2,,,,,,,2,0,Completed,1.167,4.5,1.22,4,1.2,3.3,1.286,3.25
60,Lyon,Grand Prix de Lyon,09/10/03,International,Indoor,Carpet,2nd Round,3,Schuettler R.,Ljubicic I.,6,43,4,6,7,6,7,5,,,,,2,1,Completed,1.4,2.75,1.5,2.5,1.35,2.5,1.444,2.625
60,Lyon,Grand Prix de Lyon,09/10/03,International,Indoor,Carpet,2nd Round,3,Ginepri R.,Saulnier C.,35,89,4,6,6,3,6,3,,,,,2,1,Completed,1.727,2,1.7,2.1,1.6,1.9,1.727,2
60,Lyon,Grand Prix de Lyon,09/10/03,International,Indoor,Carpet,2nd Round,3,Arazi H.,Mahut N.,63,112,6,2,6,4,,,,,,,2,0,Completed,1.5,2.5,1.53,2.45,1.5,2.1,1.571,2.25
60,Lyon,Grand Prix de Lyon,09/10/03,International,Indoor,Carpet,2nd Round,3,Clement A.,Vicente F.,27,68,6,1,6,4,,,,,,,2,0,Completed,1.182,4.333,1.16,4.75,1.15,3.8,1.182,4.333
60,Lyon,Grand Prix de Lyon,09/10/03,International,Indoor,Carpet,2nd Round,3,Santoro F.,Rosset M.,50,120,6,3,5,7,6,4,,,,,2,1,Completed,1.667,2.1,1.6,2.25,1.55,2,1.615,2.2
60,Lyon,Grand Prix de Lyon,09/10/03,International,Indoor,Carpet,2nd Round,3,Malisse X.,Enqvist T.,60,163,6,3,6,4,,,,,,,2,0,Completed,1.667,2.1,1.67,2.15,1.6,1.9,1.7,2.05
60,Lyon,Grand Prix de Lyon,10/10/03,International,Indoor,Carpet,Quarterfinals,3,Youzhny M.,Ginepri R.,36,35,7,6,6,2,,,,,,,2,0,Completed,2.2,1.615,2.1,1.7,2.1,1.5,2.1,1.667
60,Lyon,Grand Prix de Lyon,10/10/03,International,Indoor,Carpet,Quarterfinals,3,Schuettler R.,Malisse X.,6,60,7,6,6,4,,,,,,,2,0,Completed,1.4,2.75,1.41,2.8,1.35,2.5,1.333,3
60,Lyon,Grand Prix de Lyon,10/10/03,International,Indoor,Carpet,Quarterfinals,3,Srichaphan P.,Santoro F.,11,50,1,6,6,3,7,6,,,,,2,1,Completed,1.286,3.5,1.25,3.75,1.3,2.7,1.286,3.25
60,Lyon,Grand Prix de Lyon,10/10/03,International,Indoor,Carpet,Quarterfinals,3,Clement A.,Arazi H.,27,63,6,3,6,4,,,,,,,2,0,Completed,1.4,2.75,1.41,2.8,1.35,2.5,1.364,2.875
60,Lyon,Grand Prix de Lyon,11/10/03,International,Indoor,Carpet,Semifinals,3,Schuettler R.,Youzhny M.,6,36,6,3,3,6,7,5,,,,,2,1,Completed,1.333,3.25,1.33,3.25,1.25,3,1.333,3
60,Lyon,Grand Prix de Lyon,11/10/03,International,Indoor,Carpet,Semifinals,3,Clement A.,Srichaphan P.,27,11,6,2,6,3,,,,,,,2,0,Completed,2.1,1.667,2.05,1.72,1.75,1.75,2.05,1.7
60,Lyon,Grand Prix de Lyon,12/10/03,International,Indoor,Carpet,The Final,3,Schuettler R.,Clement A.,6,27,7,5,6,3,,,,,,,2,0,Completed,1.727,2,1.85,1.9,1.75,1.75,,
