ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
45,Los Angeles,Mercedes-Benz Cup,30/07/03,International,Outdoor,Hard,1st Round,3,Hewitt L.,Mamiit C.,5,144,6,0,7,5,,,,,,,2,0,Completed,1.083,7,1.08,7,1.1,4.5,1.071,7,,
45,Los Angeles,Mercedes-Benz Cup,30/07/03,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Schalken S.,75,12,6,4,6,4,,,,,,,2,0,Completed,2.75,1.4,3,1.35,2.3,1.4,2.875,1.364,,
45,Los Angeles,Mercedes-Benz Cup,30/07/03,International,Outdoor,Hard,1st Round,3,Kuerten G.,Niemeyer F.,13,241,3,6,7,6,6,4,,,,,2,1,Completed,1.143,5,1.15,5,1.15,3.8,1.143,5,,
45,Los Angeles,Mercedes-Benz Cup,30/07/03,International,Outdoor,Hard,1st Round,3,Philippoussis M.,Kennedy A.,20,431,6,3,6,2,,,,,,,2,0,Completed,1.05,8.5,1.07,7.5,1.05,5,1.071,7,,
45,Los Angeles,Mercedes-Benz Cup,30/07/03,International,Outdoor,Hard,1st Round,3,Spadea V.,Gimelstob J.,31,81,6,4,6,3,,,,,,,2,0,Completed,1.533,2.375,1.43,2.7,1.5,2.1,1.4,2.75,,
45,Los Angeles,Mercedes-Benz Cup,29/07/03,International,Outdoor,Hard,1st Round,3,Kiefer N.,Thomann N.,75,121,6,1,6,3,,,,,,,2,0,Completed,1.571,2.25,1.62,2.2,1.55,2,1.667,2.1,,
45,Los Angeles,Mercedes-Benz Cup,30/07/03,International,Outdoor,Hard,2nd Round,3,Carlsen K.,Amritraj P.,76,351,6,4,6,2,,,,,,,2,0,Completed,1.333,3.25,1.33,3.25,1.25,3,,,,
45,Los Angeles,Mercedes-Benz Cup,31/07/03,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Joyce M.,5,302,6,3,6,0,,,,,,,2,0,Completed,1.03,10,1.04,9,1.05,5,1.05,8,,
45,Los Angeles,Mercedes-Benz Cup,31/07/03,International,Outdoor,Hard,2nd Round,3,Kuerten G.,Taino E.,13,141,6,3,7,6,,,,,,,2,0,Completed,1.167,4.5,1.25,3.7,1.2,3.3,1.222,3.75,,
45,Los Angeles,Mercedes-Benz Cup,31/07/03,International,Outdoor,Hard,2nd Round,3,Philippoussis M.,Chang M.,20,168,6,2,6,4,,,,,,,2,0,Completed,1.125,5.5,1.1,6.2,1.1,4.5,1.1,6,,
45,Los Angeles,Mercedes-Benz Cup,31/07/03,International,Outdoor,Hard,2nd Round,3,Spadea V.,Vacek J.,31,150,7,5,2,6,6,2,,,,,2,1,Completed,1.364,3,1.36,3,1.3,2.7,1.444,2.625,,
45,Los Angeles,Mercedes-Benz Cup,01/08/03,International,Outdoor,Hard,2nd Round,3,Ferreira W.,Bogomolov Jr. A.,25,122,7,6,6,3,,,,,,,2,0,Completed,1.5,2.5,1.65,2.15,1.45,2.2,1.571,2.25,,
45,Los Angeles,Mercedes-Benz Cup,01/08/03,International,Outdoor,Hard,2nd Round,3,Grosjean S.,Ginepri R.,9,46,6,2,6,3,,,,,,,2,0,Completed,1.533,2.375,1.57,2.3,1.5,2.1,1.615,2.2,,
45,Los Angeles,Mercedes-Benz Cup,01/08/03,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Carlsen K.,5,76,6,7,6,4,6,3,,,,,2,1,Completed,1.063,7.5,1.06,8,1.05,5,1.05,8,,
45,Los Angeles,Mercedes-Benz Cup,01/08/03,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Spadea V.,75,31,1,6,7,5,6,3,,,,,2,1,Completed,1.833,1.833,1.95,1.8,1.7,1.8,1.833,1.833,,
45,Los Angeles,Mercedes-Benz Cup,02/08/03,International,Outdoor,Hard,Quarterfinals,3,Ferreira W.,Grosjean S.,25,9,7,6,6,7,6,2,,,,,2,1,Completed,2.75,1.4,2.8,1.4,2.3,1.4,3,1.333,,
45,Los Angeles,Mercedes-Benz Cup,02/08/03,International,Outdoor,Hard,Quarterfinals,3,Philippoussis M.,Kuerten G.,20,13,6,3,3,6,7,6,,,,,2,1,Completed,1.615,2.2,1.58,2.3,1.5,2.1,1.571,2.25,,
45,Los Angeles,Mercedes-Benz Cup,02/08/03,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Kiefer N.,5,75,6,2,6,4,,,,,,,2,0,Completed,1.2,4.333,1.17,4.5,1.15,3.8,1.143,5,,
45,Los Angeles,Mercedes-Benz Cup,03/08/03,International,Outdoor,Hard,Semifinals,3,Ferreira W.,Philippoussis M.,25,20,6,4,7,5,,,,,,,2,0,Completed,2.625,1.444,2.5,1.5,2,1.55,2.375,1.533,,
45,Los Angeles,Mercedes-Benz Cup,03/08/03,International,Outdoor,Hard,The Final,3,Ferreira W.,Hewitt L.,25,5,6,3,4,6,7,5,,,,,2,1,Completed,,,,,,,,,,
