Rank,Player Name,Player ID,Qualified Receiving Leader,Games Played,Receiving Targets,Receptions,Receiving Yards,Receiving Touchdowns,Targets Per Game,Receiving Yards Per Game,Yards Per Reception,1st Down Pct. on Receptions,Average Yards at Catch,Average Yards After Catch,Offensive Receiver Drop,Broken Tackles
371t,Marcedes Lewis,63967049df8b3977cfe4b59b,0,17,5,4,29,1,0.29411765,1.70588235,7.25,50,0,7.25,0,0
371t,Jalen Nailor,6391053b4241d1eb7fab9619,0,6,6,3,29,0,1,4.83333333,9.66666667,33.333333,2.66666667,7,1,0
374t,James Mitchell,63910557219d1455f3e009b8,0,15,2,2,28,0,0.13333333,1.86666667,14,50,8,6,0,0
374t,Kenny Yeboah,6393dd914e48fdec9c1939ab,0,5,4,2,28,0,0.8,5.6,14,50,4,10,0,1
376t,Quintin Morris,6393dddfc7099552f74720ba,0,15,3,2,26,1,0.2,1.73333333,13,50,10.5,2.5,1,0
376t,DeeJay Dallas,6393dee56dadddc83823d6dd,0,17,9,6,26,0,0.52941176,1.52941176,4.33333333,16.666667,-0.83333333,5.16666667,0,1
376t,Keaontay Ingram,6391055963b0801348bad9b9,0,8,4,4,26,0,0.5,3.25,6.5,25,-1.25,7.75,0,3
376t,Blake Bell,6396393840970877a43138dd,0,17,9,5,26,1,0.52941176,1.52941176,5.2,20,1.4,3.8,1,0
380t,Steven Sims,6393dfe9c7099552f7474627,0,3,3,3,25,0,1,8.33333333,8.33333333,33.333333,-0.66666667,9,0,0
380t,C.J. Ham,6526d3cc2fa16ce9e6162158,0,17,9,7,25,0,0.52941176,1.47058824,3.57142857,14.285714,0.71428571,2.85714286,1,1
380t,Greg Dulcich,6391055b63b0801348badbb0,0,2,4,3,25,0,2,12.5,8.33333333,66.666667,6.66666667,1.66666667,0,0
383,Emanuel Wilson,6526d3cba78ccf43a2e58086,0,7,5,4,23,0,0.71428571,3.28571429,5.75,25,-1.75,7.5,0,0
384t,Ronnie Rivers,63910518219d1455f3dfe961,0,9,5,5,22,0,0.55555556,2.44444444,4.4,0,-3.8,8.2,0,1
384t,Nate Adkins,6526d35214f02fc45f540f82,0,10,5,4,22,0,0.5,2.2,5.5,25,-0.5,6,1,0
384t,Nick Muse,639105024241d1eb7fab8284,0,2,1,1,22,0,0.5,11,22,100,12,10,0,0
384t,Eric Gray,6526d3c72fa16ce9e6161f26,0,13,7,6,22,0,0.53846154,1.69230769,3.66666667,0,-3,6.66666667,0,1
388t,Trevon Wesco,6393dfeac7099552f74747f4,0,15,3,1,21,0,0.2,1.4,21,100,9,12,1,0
388t,Nick Bawden,6393e0d5c7099552f747b230,0,16,3,3,21,0,0.1875,1.3125,7,33.333333,-0.33333333,7.33333333,0,0
388t,Nick Chubb,6393e0c86dadddc838244262,0,2,4,4,21,0,2,10.5,5.25,25,0.25,5,0,2
388t,Ben Sims,6526d3cba78ccf43a2e5815a,0,17,6,4,21,1,0.35294118,1.23529412,5.25,75,0.75,4.5,0,0
392,Velus Jones Jr.,63910502219d1455f3dfe462,0,14,7,4,20,0,0.5,1.42857143,5,25,1.25,3.75,1,0
393t,Zach Pascal,6393e16ac7099552f747d4fa,0,14,15,4,19,0,1.07142857,1.35714286,4.75,25,1.75,3,1,1
393t,Kayshon Boutte,6526d36c2fa16ce9e6160dd8,0,5,7,2,19,0,1.4,3.8,9.5,50,4.5,5,2,0
395t,Hunter Luepke,6390fee09c019f89bc2d1993,0,17,4,3,18,0,0.23529412,1.05882353,6,33.333333,0.66666667,5.33333333,0,0
395t,Devin Duvernay,6393debb73e62c17f2610719,0,13,9,4,18,0,0.69230769,1.38461538,4.5,0,0.25,4.25,1,0
395t,Brandin Echols,6393dd8cc7099552f7471021,0,14,1,1,18,0,0.07142857,1.28571429,18,100,10,8,0,0
395t,Dare Ogunbowale,6393e1746dadddc83824542b,0,12,7,2,18,0,0.58333333,1.5,9,0,6.5,2.5,0,1
399,Miles Boykin,6393e0224e48fdec9c19a91b,0,17,4,3,17,0,0.23529412,1,5.66666667,0,5,0.66666667,1,0
400t,Laquon Treadwell,6396389a40970877a430fe2a,0,5,3,1,16,0,0.6,3.2,16,100,16,0,1,0
400t,Chris Manhertz,6526d35214f02fc45f540f36,0,16,4,2,16,0,0.25,1,8,50,3,5,0,0
400t,Damien Harris,6393dfcd6dadddc83823face,0,6,2,2,16,0,0.33333333,2.66666667,8,0,0,8,0,2
403,J.K. Dobbins,6393decb4e48fdec9c1973f2,0,1,3,2,15,0,3,15,7.5,0,0,7.5,0,1
404t,Elijah Mitchell,6393ddbc4e48fdec9c194426,0,11,8,6,14,0,0.72727273,1.27272727,2.33333333,33.333333,-2,4.33333333,1,6
404t,Willie Snead IV,639653a757b9fbc69ebbb4d9,0,4,3,2,14,0,0.75,3.5,7,0,5.5,1.5,0,0
404t,Deon Jackson,6393ddc773e62c17f260e7bd,0,4,6,5,14,0,1.5,3.5,2.8,0,-1.2,4,1,2
407t,Trey Sermon,6393ddb573e62c17f260dd6c,0,14,6,3,13,0,0.42857143,0.92857143,4.33333333,0,2.33333333,2,3,4
407t,Royce Freeman,6393e10a73e62c17f2618685,0,14,2,1,13,0,0.14285714,0.92857143,13,100,-1,14,0,8
407t,Malik Taylor,6526d3695906546d2e98860c,0,3,4,2,13,0,1.33333333,4.33333333,6.5,0,3,3.5,0,0
407t,Elijah Dotson,6526d351a78ccf43a2e5681c,0,4,2,2,13,0,0.5,3.25,6.5,0,-0.5,7,0,0
407t,Alex Armah,6526d3b114f02fc45f54273c,0,8,3,3,13,0,0.375,1.625,4.33333333,33.333333,-4.66666667,9,0,0
412t,Ross Dwelley,6393e0ab73e62c17f2615ae4,0,12,2,1,12,0,0.16666667,1,12,100,0,12,0,0
412t,Eric Saubert,6526d36b2fa16ce9e6160c9a,0,10,3,3,12,0,0.3,1.2,4,33.333333,2,2,0,0
412t,Damien Williams,63965384215be9feb896874f,0,3,2,2,12,0,0.66666667,4,6,0,0.5,5.5,0,1
412t,Jashaun Corbin,63910550219d1455f3e006cb,0,6,3,3,12,0,0.5,2,4,33.333333,-0.33333333,4.33333333,0,1
412t,Jake Funk,6393ddb2ffee7578cffb1f6a,0,4,1,1,12,0,0.25,3,12,100,0,12,0,0
412t,Adam Prentice,6393dd88ffee7578cffb0bf7,0,13,3,2,12,0,0.23076923,0.92307692,6,0,2,4,0,0
412t,Jakob Johnson,6393e0c773e62c17f26163a8,0,13,2,1,12,0,0.15384615,0.92307692,12,0,2,10,1,0
412t,Chris Rodriguez Jr.,6526d3b114f02fc45f5427ac,0,13,2,2,12,0,0.15384615,0.92307692,6,50,-3.5,9.5,0,5
412t,John FitzPatrick,63910517219d1455f3dfe838,0,9,1,1,12,0,0.11111111,1.33333333,12,100,2,10,0,0
421t,Tylan Wallace,6393dda573e62c17f260ce9e,0,11,2,1,11,0,0.18181818,1,11,100,11,0,0,0
421t,Anthony McFarland Jr.,6393dec74e48fdec9c197257,0,3,2,2,11,0,0.66666667,3.66666667,5.5,50,2,3.5,0,0
421t,Collin Johnson,6393debb73e62c17f2610721,0,3,1,1,11,0,0.33333333,3.66666667,11,100,7,4,0,0
424t,Justin Herbert,6393deef73e62c17f261185a,0,13,1,1,10,0,0.07692308,0.76923077,10,100,-7,17,0,2
424t,Trayveon Williams,6393dfd4c7099552f7473996,0,17,9,7,10,0,0.52941176,0.58823529,1.42857143,0,-3.57142857,5,0,0
424t,Cody Thompson,6393e01b4e48fdec9c19a4b6,0,7,1,1,10,0,0.14285714,1.42857143,10,0,6,4,0,0
427t,Trishton Jackson,6393dee06dadddc83823d268,0,7,4,2,9,0,0.57142857,1.28571429,4.5,0,1,3.5,1,0
427t,Tucker Fisk,6391056263b0801348badddf,0,6,1,1,9,0,0.16666667,1.5,9,100,3,6,0,0
427t,Sean Tucker,6526d39014f02fc45f5419fa,0,11,2,2,9,0,0.18181818,0.81818182,4.5,0,-1.5,6,0,1
427t,Simi Fehoko,6393ddd94e48fdec9c195941,0,6,2,1,9,1,0.33333333,1.5,9,100,2,7,1,0
431t,Michael Burton,6396393f74bd36db118b585c,0,17,3,3,8,0,0.17647059,0.47058824,2.66666667,66.666667,0.66666667,2,0,0
431t,Devine Ozigbo,6393dfecc7099552f7474984,0,3,1,1,8,0,0.33333333,2.66666667,8,0,3,5,0,1
431t,Zonovan Knight,6391055363b0801348bad517,0,2,1,1,8,0,0.5,4,8,0,-5,13,0,0
431t,Tyler Johnson,6393dec86dadddc83823ca7e,0,1,3,2,8,1,3,8,4,50,3.5,0.5,0,0
435t,Tank Bigsby,6526d36d2fa16ce9e6160e6c,0,17,4,1,6,0,0.23529412,0.35294118,6,0,1,5,2,7
435t,Mason Kinsey,6526d37ea78ccf43a2e572c3,0,6,1,1,6,0,0.16666667,1,6,0,-2,8,0,0
435t,Kevin Rader,6393e09f73e62c17f26154fb,0,14,3,1,6,0,0.21428571,0.42857143,6,0,2,4,0,0
435t,Malcolm Rodriguez,6391052963b0801348bac7a1,0,17,1,1,6,0,0.05882353,0.35294118,6,100,6,0,0,0
435t,Evan Hull,6526d36c5906546d2e988730,0,1,1,1,6,0,1,6,6,0,3,3,0,0
435t,Cole Fotheringham,6391055e219d1455f3e00c30,0,2,1,1,6,0,0.5,3,6,0,1,5,0,0
441t,Greg Van Roten,6526d3529ed9a52170f9953a,0,17,0,0,5,0,0,0.29411765,0,0,0,0,0,0
441t,Rashaad Penny,6393e0d4c7099552f747b1a1,0,3,1,1,5,0,0.33333333,1.66666667,5,0,-1,6,0,0
443t,Dan Skipper,6393e15a6dadddc83824473e,0,11,1,1,4,0,0.09090909,0.36363636,4,0,-1,5,0,0
443t,Sam Howell,6391055563b0801348bad700,0,17,1,1,4,0,0.05882353,0.23529412,4,0,1,3,0,8
443t,Jesper Horsted,6526d3529ed9a52170f99512,0,13,1,1,4,0,0.07692308,0.30769231,4,0,2,2,0,0
446t,Cole Strange,639110c002748ed0f7ecd0d8,0,10,0,0,3,0,0,0.3,0,0,0,0,0,0
446t,Colton Dowell,6526d37ea78ccf43a2e572fb,0,10,2,1,3,0,0.2,0.3,3,0,3,0,0,0
446t,Nick Vannett,639638ba40970877a4310cef,0,8,1,1,3,0,0.125,0.375,3,100,3,0,0,0
446t,Reggie Gilliam,6393def273e62c17f2611a37,0,17,1,1,3,0,0.05882353,0.17647059,3,0,1,2,0,0
450t,Antoine Green,6526d3c92fa16ce9e6162085,0,9,2,1,2,0,0.22222222,0.22222222,2,0,1,1,0,0
450t,Giovanni Ricci,6393def26dadddc83823d974,0,5,1,1,2,0,0.2,0.4,2,0,-1,3,0,0
450t,Ke'Shawn Vaughn,6393de9f73e62c17f260fa63,0,6,5,2,2,0,0.83333333,0.33333333,1,0,0.5,0.5,1,4
450t,Khari Blasingame,6393dfca6dadddc83823fa49,0,16,6,3,2,0,0.375,0.125,0.66666667,0,-1,1.66666667,1,0
450t,Ko Kieft,63910537219d1455f3dff726,0,16,5,1,2,1,0.3125,0.125,2,100,0,2,0,0
450t,Kwamie Lassiter II,6391052f63b0801348baca6b,0,1,1,1,2,0,1,2,2,0,-1,3,0,0
450t,Jeffery Simmons,6393dfd2c7099552f7473855,0,12,1,1,2,1,0.08333333,0.16666667,2,100,2,0,0,0
457t,Brock Purdy,6391052f4241d1eb7fab8d8e,0,16,0,0,0,0,0,0,0,0,0,0,0,2
457t,Deshaun Watson,6393e1926dadddc838246018,0,6,0,0,0,0,0,0,0,0,0,0,0,3
457t,Zach Wilson,6393dde2c7099552f7472358,0,12,0,0,0,0,0,0,0,0,0,0,0,1
457t,Donovan Smith,6396393c40970877a4313afc,0,12,1,1,0,0,0.08333333,0,0,0,0,0,0,0
457t,Tyler Huntley,6393deea4e48fdec9c197c57,0,5,0,0,0,0,0,0,0,0,0,0,0,1
457t,Easton Stick,6393e0264e48fdec9c19acad,0,5,0,0,0,0,0,0,0,0,0,0,0,2
457t,C.J. Stroud,6526d3775906546d2e988bcc,0,15,1,1,0,0,0.06666667,0,0,0,-1,1,0,2
457t,Josh Allen,6393e0d173e62c17f26167a0,0,17,0,0,0,0,0,0,0,0,0,0,0,9
457t,JaMycal Hasty,6393debf73e62c17f2610915,0,5,2,0,0,0,0.4,0,0,0,0,0,0,0
457t,Jalen Hurts,6393dec16dadddc83823c6f6,0,17,0,0,0,0,0,0,0,0,0,0,0,3
457t,Justin Fields,6393ddb573e62c17f260dd76,0,13,0,0,0,0,0,0,0,0,0,0,0,9
457t,Ben Bredeson,6393deca6dadddc83823cb81,0,16,1,1,0,0,0.0625,0,0,0,-2,2,0,0
457t,Mitch Trubisky,6393e1964e48fdec9c1a1111,0,5,0,0,0,0,0,0,0,0,0,0,0,1
457t,Albert Okwuegbunam,6393de9fffee7578cffb4260,0,4,1,0,0,0,0.25,0,0,0,0,0,0,0
457t,Gunner Olszewski,6526d38d14f02fc45f54174d,0,12,1,1,0,0,0.08333333,0,0,0,-1,1,0,0
457t,Amari Rodgers,6393ddd573e62c17f260ef31,0,3,2,0,0,0,0.66666667,0,0,0,0,0,1,0
457t,Dak Prescott,6396389a8850e971e42c1a06,0,17,0,0,0,0,0,0,0,0,0,0,0,1
457t,Irvin Charles,6393e0e84e48fdec9c19dad0,0,12,1,0,0,0,0.08333333,0,0,0,0,0,0,0
457t,Tommy DeVito,6526d3c72fa16ce9e6161eda,0,9,0,0,0,0,0,0,0,0,0,0,0,1
457t,Chris Brooks,6526d3655906546d2e9884c4,0,9,0,0,0,0,0,0,0,0,0,0,0,2
457t,Sean McKeon,6393deca6dadddc83823cab1,0,9,2,0,0,0,0.22222222,0,0,0,0,0,1,0
457t,Damiere Byrd,6396391d8850e971e42c385a,0,1,2,0,0,0,2,0,0,0,0,0,0,0
457t,James Proche,6393ded773e62c17f26113ef,0,10,5,0,0,0,0.5,0,0,0,0,0,0,0
457t,Shedrick Jackson,6526d385a78ccf43a2e57704,0,5,1,0,0,0,0.2,0,0,0,0,0,0,0
457t,Tyrod Taylor,6396550c215be9feb896d131,0,11,0,0,0,0,0,0,0,0,0,0,0,1
457t,Gardner Minshew,6393e0154e48fdec9c19a0ce,0,17,0,0,0,0,0,0,0,0,0,0,0,1
457t,Joshua Dobbs,6393e1544e48fdec9c1a0256,0,13,0,0,0,0,0,0,0,0,0,0,0,5
457t,P.J. Walker,6393e18f6dadddc838245f80,0,6,0,0,0,0,0,0,0,0,0,0,0,1
457t,Travis Homer,6393e00f4e48fdec9c199d8d,0,16,1,0,0,0,0.0625,0,0,0,0,0,1,0
457t,Dorian Thompson-Robinson,6526d38714f02fc45f541519,0,8,0,0,0,0,0,0,0,0,0,0,0,2
457t,Zach Evans,6526d3af14f02fc45f542694,0,10,0,0,0,0,0,0,0,0,0,0,0,1
457t,Dee Eskridge,6393dde04e48fdec9c195eac,0,4,1,0,0,0,0.25,0,0,0,0,0,0,0
457t,Russell Wilson,6396429330e719c7bdf8e7bc,0,15,0,0,0,0,0,0,0,0,0,0,0,1
457t,Baker Mayfield,6393e0e34e48fdec9c19d7da,0,17,0,0,0,0,0,0,0,0,0,0,0,4
457t,Trevor Lawrence,6393ddd573e62c17f260ef55,0,16,0,0,0,0,0,0,0,0,0,0,0,5
457t,Jimmy Garoppolo,6526d3529ed9a52170f9950a,0,7,0,0,0,0,0,0,0,0,0,0,0,1
457t,Keisean Nixon,6393dfcac7099552f7473591,0,17,0,0,0,0,0,0,0,0,0,0,0,1
457t,Trent Taylor,6393e164c7099552f747d270,0,17,2,0,0,0,0.11764706,0,0,0,0,0,0,0
457t,Jordan Love,6393dea973e62c17f260fc69,0,17,0,0,0,0,0,0,0,0,0,0,0,2
457t,Rodney Williams,639105b0219d1455f3e02dd2,0,13,2,0,0,0,0.15384615,0,0,0,0,0,1,0
457t,Lamar Jackson,6393e0fec7099552f747bad3,0,16,0,0,0,0,0,0,0,0,0,0,0,14
457t,C.J. Beathard,6393e177c7099552f747db5f,0,7,0,0,0,0,0,0,0,0,0,0,0,1
457t,Phillip Dorsett,6396395474bd36db118b6533,0,2,3,0,0,0,1.5,0,0,0,0,0,0,0
457t,Bryce Young,6526d39a5906546d2e989406,0,16,0,0,0,0,0,0,0,0,0,0,0,4
457t,Juwann Winfree,6393e0134e48fdec9c19a00d,0,8,1,0,0,0,0.125,0,0,0,0,0,0,0
457t,Jordan Mims,6526d358a78ccf43a2e56958,0,2,2,0,0,0,1,0,0,0,0,0,0,0
457t,Erik Ezukanma,6391052e219d1455f3dff4ce,0,2,1,0,0,0,0.5,0,0,0,0,0,0,1
457t,Patrick Mahomes,6393e1704e48fdec9c1a0b0c,0,16,0,0,0,0,0,0,0,0,0,0,0,2
457t,Jonathan Williams,6396389a071a18e16babdbab,0,1,1,0,0,0,1,0,0,0,0,0,0,0
457t,Ryan Tannehill,63965469ed3d6c80d4f5229f,0,10,1,0,0,0,0.1,0,0,0,0,0,0,0
457t,Tua Tagovailoa,6393dea4ffee7578cffb43b7,0,17,0,0,0,0,0,0,0,0,0,0,0,1
508,Chris Evans,6393ddb2ffee7578cffb20e4,0,8,1,1,-1,0,0.125,-0.125,-1,0,-1,0,0,0
509t,Geno Smith,639653f432e0836ab49db06e,0,15,1,1,-2,0,0.06666667,-0.13333333,-2,0,-8,6,0,0
509t,James Robinson,6393df066dadddc83823e29d,0,1,1,1,-2,0,1,-2,-2,0,-3,1,0,0
511,Robert Hainsey,6393ddd14e48fdec9c19528d,0,17,0,0,-3,0,0,-0.17647059,0,0,0,0,0,0
512,Desmond Ridder,6391054863b0801348bad11e,0,15,1,1,-6,0,0.06666667,-0.4,-6,0,-6,0,0,2
513,Jake Browning,6393e015c7099552f7475ec6,0,9,1,1,-7,0,0.11111111,-0.77777778,-7,0,-7,0,0,0
514,David Wells,6393e0d4c7099552f747b1df,0,5,2,2,-10,0,0.4,-2,-5,50,0.5,-5.5,0,1
