ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,2nd Round,3,Nieminen J.,Blanco G.,66,81,6,1,6,2,,,,,,,2,0,Completed,,,1.9,1.8,1.95,1.7,1.85,1.65,2,1.727
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,2nd Round,3,Safin M.,Voinea A.,7,65,6,3,5,7,6,2,,,,,2,1,Completed,,,1.33,3,1.3,3,1.3,2.7,1.364,3
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,2nd Round,3,Schalken S.,Hrbaty D.,31,62,7,5,6,4,,,,,,,2,0,Completed,,,1.95,1.75,1.95,1.7,1.8,1.7,2,1.727
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,2nd Round,3,Stepanek R.,Marin J.A.,274,121,6,1,7,6,,,,,,,2,0,Completed,,,2.6,1.44,2.15,1.55,2,1.55,,
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,Quarterfinals,3,Meligeni F.,Stepanek R.,59,274,6,4,6,1,,,,,,,2,0,Completed,,,1.4,2.7,1.32,2.9,1.35,2.5,1.4,2.75
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,Quarterfinals,3,Moya C.,Mirnyi M.,29,39,7,6,4,6,6,3,,,,,2,1,Completed,,,1.38,2.8,1.37,2.7,1.3,2.7,1.333,3
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,Quarterfinals,3,Nalbandian D.,Schalken S.,47,31,6,4,6,4,,,,,,,2,0,Completed,,,1.42,2.65,1.42,2.5,1.4,2.3,1.444,2.625
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,Quarterfinals,3,Nieminen J.,Safin M.,66,7,4,6,7,5,6,3,,,,,2,1,Completed,,,2.9,1.36,2.75,1.36,2.5,1.35,2.75,1.4
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,Semifinals,3,Nalbandian D.,Moya C.,47,29,6,4,5,7,6,4,,,,,2,1,Completed,,,1.9,1.8,1.95,1.7,1.85,1.65,2.25,1.571
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,Semifinals,3,Nieminen J.,Meligeni F.,66,59,7,5,6,1,,,,,,,2,0,Completed,,,1.9,1.8,1.85,1.78,1.8,1.7,1.833,1.833
22,Estoril,Estoril Open,08/04/02,International,Outdoor,Clay,The Final,3,Nalbandian D.,Nieminen J.,47,66,6,4,7,6,,,,,,,2,0,Completed,,,1.45,2.55,1.5,2.2,1.5,2.1,1.444,2.625
